"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","clusterName","gene"
"2772",0,0.89323758960714,0.707,0.102,0,"Stele","Os04g0678400"
"2773",1.22437820326122e-260,0.891847609269149,0.961,0.717,3.62134341178571e-256,"Stele","Os11g0163100"
"2774",5.78959070742965e-75,0.889720795042198,0.633,0.367,1.71238724353647e-70,"Stele","Os01g0631800"
"2775",1.91402878316237e-223,0.886252325144057,0.92,0.571,5.66112293195934e-219,"Stele","Os09g0492700"
"2776",1.42669459311947e-199,0.884370622022969,0.962,0.642,4.21973459806945e-195,"Stele","Os09g0553200"
"2777",0,0.882000771896786,0.716,0.175,0,"Stele","Os07g0654700"
"2778",9.59389776298056e-269,0.879740217673702,0.992,0.86,2.83758714135676e-264,"Stele","Os03g0742900"
"2779",1.45825057104671e-302,0.879456526192637,0.994,0.82,4.31306771398485e-298,"Stele","Os08g0113100"
"2780",2.06873876746495e-262,0.876587890484418,0.982,0.684,6.11870865253108e-258,"Stele","Os07g0462200"
"2781",3.65311783300418e-281,0.874839114569289,0.827,0.35,1.08048266146765e-276,"Stele","Os10g0404900"
"2782",0,0.870171113093823,0.661,0.187,0,"Stele","Os11g0645400"
"2783",8.71786945103562e-194,0.852069592255139,0.914,0.501,2.57848424753281e-189,"Stele","Os03g0188500"
"2784",0,0.848702410200406,0.925,0.443,0,"Stele","Os09g0494200"
"2785",0,0.843412174664645,0.888,0.313,0,"Stele","Os04g0569900"
"2786",3.40195644141734e-87,0.843355326072001,0.714,0.426,1.00619665667801e-82,"Stele","Os01g0699600"
"2787",4.90034944829138e-51,0.83487659930569,0.641,0.424,1.44937635632114e-46,"Stele","Os04g0677300"
"2788",0,0.83430315465677,0.633,0.119,0,"Stele","Os11g0107000"
"2789",5.07436840669899e-235,0.832830614136959,0.924,0.466,1.50084594364936e-230,"Stele","Os04g0685400"
"2790",6.09721819928376e-280,0.83281582346,0.975,0.721,1.80337422680216e-275,"Stele","Os02g0625500"
"2791",1.60440951470965e-242,0.831433016081819,0.824,0.36,4.74536202165673e-238,"Stele","Os05g0114000"
"2792",2.05998816674461e-109,0.830933619978778,0.859,0.514,6.09282700078054e-105,"Stele","Os01g0934100"
"2793",2.34201358220783e-286,0.824896260655813,0.611,0.195,6.9269735720961e-282,"Stele","Os03g0115000"
"2794",5.23445610268864e-302,0.824787124017517,0.875,0.342,1.54819508149222e-297,"Stele","Os12g0454600"
"2795",6.58642120096761e-44,0.824668629031432,0.341,0.186,1.94806579861019e-39,"Stele","Os01g0952900"
"2796",3.37851857889115e-194,0.824078980891569,0.993,0.84,9.99264440078635e-190,"Stele","Os01g0294700"
"2797",0,0.822327800238306,0.738,0.165,0,"Stele","Os06g0589500"
"2798",6.88340945238177e-234,0.821022569878782,0.95,0.588,2.03590601373096e-229,"Stele","Os07g0208500"
"2799",2.44640683867618e-240,0.820667078674199,0.908,0.497,7.23573750675254e-236,"Stele","Os08g0321000"
"2800",1.85102364294283e-58,0.820206893498153,0.391,0.2,5.47477262873201e-54,"Stele","Os08g0137800"
"2801",1.61969755116223e-161,0.820119303725705,0.965,0.665,4.79057944707254e-157,"Stele","Os10g0530900"
"2802",6.05647593523132e-147,0.819840282147275,0.831,0.447,1.79132388736337e-142,"Stele","Os05g0380900"
"2803",1.34280066555765e-222,0.817798317064299,0.954,0.595,3.97160152851986e-218,"Stele","Os03g0223000"
"2804",0,0.81729950837444,0.502,0.074,0,"Stele","Os02g0628200"
"2805",9.31310964945258e-91,0.812243143116352,0.404,0.177,2.75453844101859e-86,"Stele","Os01g0934800"
"2806",8.69039363302208e-43,0.807561979343409,0.676,0.439,2.57035772483894e-38,"Stele","Os04g0605100"
"2807",8.17646578825138e-146,0.803462627715586,0.616,0.271,2.41835328619111e-141,"Stele","Os06g0156600"
"2808",2.460066819406e-212,0.803378989279384,0.949,0.567,7.27613963175713e-208,"Stele","Os02g0715300"
"2809",0,0.802137618149261,0.893,0.395,0,"Stele","Os02g0697800"
"2810",1.21666262286588e-124,0.800413093861962,0.9,0.553,3.59852303965041e-120,"Stele","Os06g0683400"
"2811",1.76784458500303e-201,0.800184924652891,0.956,0.658,5.22875392906347e-197,"Stele","Os07g0604800"
"2812",8.93321436784438e-127,0.791935536101243,0.888,0.511,2.64217681357733e-122,"Stele","Os10g0530600"
"2813",1.77564328098388e-229,0.790944115585152,0.477,0.14,5.25182013216602e-225,"Stele","Os02g0205200"
"2814",1.13385480852363e-228,0.78959943768575,0.888,0.438,3.35360236717035e-224,"Stele","Os01g0168800"
"2815",1.75116225857146e-189,0.78865813470501,0.979,0.777,5.1794126121768e-185,"Stele","Os12g0443500"
"2816",0,0.787038061982536,0.718,0.213,0,"Stele","Os11g0287000"
"2817",7.96013464681818e-292,0.784518220964008,0.902,0.392,2.35436902448941e-287,"Stele","Os08g0512700"
"2818",3.10895739802137e-173,0.774373837987627,0.993,0.824,9.1953632961278e-169,"Stele","Os07g0448800"
"2819",0,0.773993105652462,0.838,0.313,0,"Stele","Os04g0549700"
"2820",4.43576876636057e-86,0.77341119521373,0.449,0.209,1.31196732802647e-81,"Stele","Os06g0649000"
"2821",6.70757329830498e-144,0.771823060120854,0.982,0.825,1.98389895443966e-139,"Stele","Os04g0559700"
"2822",8.73628071921445e-295,0.767687281635207,0.798,0.315,2.58392974832206e-290,"Stele","Os01g0607900"
"2823",7.7008868614316e-176,0.762949965284023,0.876,0.475,2.27769130700562e-171,"Stele","Os05g0217000"
"2824",1.27552971480175e-153,0.758604655105422,0.909,0.548,3.77263423746913e-149,"Stele","Os05g0543400"
"2825",3.90180557319498e-239,0.756941187864622,0.755,0.318,1.15403703438388e-234,"Stele","Os12g0159600"
"2826",1.85174636095762e-134,0.753717531858709,0.938,0.602,5.47691021180434e-130,"Stele","Os03g0764100"
"2827",9.09407272020451e-203,0.749487779965343,0.932,0.565,2.68975388845489e-198,"Stele","Os07g0252400"
"2828",0,0.746518049684291,0.561,0.096,0,"Stele","Os12g0106300"
"2829",0,0.745545413728435,0.68,0.164,0,"Stele","Os02g0753400"
"2830",8.12012333690607e-131,0.745098369821733,0.537,0.227,2.40168887935671e-126,"Stele","Os01g0179600"
"2831",0,0.742170739858561,0.833,0.32,0,"Stele","Os04g0592400"
"2832",0,0.741676624743674,0.61,0.061,0,"Stele","Os02g0726300"
"2833",2.5046370770651e-250,0.740551997217638,0.991,0.826,7.40796508283545e-246,"Stele","Os03g0726100"
"2834",0,0.737143339331717,0.684,0.168,0,"Stele","Os01g0686000"
"2835",0,0.736648952616357,0.752,0.248,0,"Stele","Os07g0646800"
"2836",3.07382347118342e-295,0.736405445402664,0.36,0.072,9.09144768071919e-291,"Stele","Os05g0582600"
"2837",0,0.732554018437957,0.67,0.174,0,"Stele","Os07g0656900"
"2838",5.26247435916289e-256,0.732210754688353,0.897,0.433,1.55648204120961e-251,"Stele","Os07g0637400"
"2839",6.18560767589733e-234,0.727141936362792,0.353,0.082,1.82951718230015e-229,"Stele","Os01g0298400"
"2840",2.29381821478018e-69,0.725946498219095,0.547,0.299,6.78442613385533e-65,"Stele","Os04g0497000"
"2841",3.25600537436113e-238,0.724159704058361,0.742,0.287,9.6302870957479e-234,"Stele","Os08g0502400"
"2842",0,0.723016950465571,0.827,0.319,0,"Stele","Os08g0440100"
"2843",2.9370214104171e-217,0.7220465705545,0.876,0.442,8.68682822559066e-213,"Stele","Os01g0227300"
"2844",6.52234175862752e-200,0.720746224334178,0.937,0.532,1.92911302194926e-195,"Stele","Os05g0474400"
"2845",5.7636618517591e-223,0.720156396860271,0.982,0.675,1.70471826589479e-218,"Stele","Os07g0645000"
"2846",0,0.719504570939067,0.792,0.271,0,"Stele","Os08g0490600"
"2847",0,0.719258696896816,0.894,0.352,0,"Stele","Os03g0736300"
"2848",3.35725085813492e-234,0.718415909620244,0.905,0.463,9.92974086310565e-230,"Stele","Os06g0175500"
"2849",1.6248725164333e-193,0.718203821775123,0.959,0.671,4.80588544185478e-189,"Stele","Os04g0497200"
"2850",1.44305263910118e-184,0.713676338779327,0.778,0.362,4.26811679066955e-180,"Stele","Os04g0684900"
"2851",0,0.711751007350463,0.795,0.218,0,"Stele","Os07g0623600"
"2852",1.12031314353766e-278,0.71173919220794,0.902,0.409,3.31355018464133e-274,"Stele","Os09g0533900"
"2853",7.28400193746879e-224,0.710597268953217,0.579,0.2,2.15438925304515e-219,"Stele","Os09g0493000"
"2854",1.10774403623217e-290,0.710035961023988,0.857,0.359,3.2763745359639e-286,"Stele","Os07g0674100"
"2855",2.78979140800794e-68,0.710028335110365,0.602,0.356,8.25136604746507e-64,"Stele","Os05g0402900"
"2856",3.57726908427898e-191,0.709629049311958,0.507,0.169,1.05804887705719e-186,"Stele","Os07g0480800"
"2857",7.92358156195904e-111,0.707590106209371,0.746,0.393,2.34355771858062e-106,"Stele","Os04g0546800"
"2858",7.7772704372587e-219,0.707540913770346,0.895,0.473,2.30028327722801e-214,"Stele","Os03g0854100"
"2859",1.25779501382422e-210,0.706400851023411,0.839,0.397,3.7201803123879e-206,"Stele","Os10g0377400"
"2860",5.12369377444845e-150,0.704113837379382,0.376,0.125,1.51543490766862e-145,"Stele","Os03g0719000"
"2861",0,0.701743094641305,0.827,0.316,0,"Stele","Os11g0629500"
"2862",3.95196560295707e-47,0.700555357212886,0.682,0.45,1.16887286638661e-42,"Stele","Os01g0955100"
"2863",3.98391979525931e-201,0.699654649073753,0.824,0.385,1.17832395784385e-196,"Stele","Os08g0516600"
"2864",6.3902996790279e-114,0.699220243367366,0.943,0.701,1.89005893606608e-109,"Stele","Os02g0666200"
"2865",1.44718314330912e-258,0.697167589838184,0.827,0.346,4.2803335829654e-254,"Stele","Os10g0539900"
"2866",4.21581293863997e-175,0.69471487966512,0.952,0.59,1.24691099286154e-170,"Stele","Os06g0178900"
"2867",4.78982575106084e-283,0.693901645544122,0.693,0.23,1.41668676239126e-278,"Stele","Os07g0686600"
"2868",4.40116028807647e-127,0.693370379192009,0.405,0.15,1.30173117840438e-122,"Stele","Os01g0860500"
"2869",2.33930321004193e-169,0.692184967905172,0.991,0.811,6.91895710434101e-165,"Stele","Os03g0319300"
"2870",2.31042967547325e-167,0.69208208735001,0.956,0.646,6.83355785114722e-163,"Stele","Os03g0431100"
"2871",9.06590320808525e-201,0.691472614748033,0.885,0.464,2.68142219185537e-196,"Stele","Os05g0135800"
"2872",8.56530528465733e-284,0.690743179562814,0.826,0.319,2.5333603440431e-279,"Stele","Os03g0210500"
"2873",0,0.689654810531846,0.731,0.188,0,"Stele","Os05g0556400"
"2874",1.69409320868336e-179,0.6896376170143,0.94,0.58,5.01061948332278e-175,"Stele","Os02g0250400"
"2875",9.72934833725757e-269,0.684814826006986,0.324,0.062,2.87764935771067e-264,"Stele","Os07g0468100"
"2876",3.2733529166961e-101,0.683306309064749,0.795,0.451,9.68159592171205e-97,"Stele","Os04g0610400"
"2877",1.98384516319713e-182,0.682732488197316,0.606,0.237,5.86761883918814e-178,"Stele","Os06g0652200"
"2878",5.53339869727841e-223,0.680286593643863,0.504,0.162,1.63661333269404e-218,"Stele","Os02g0178700"
"2879",1.6933339352142e-115,0.676993384298618,0.985,0.815,5.00837378018304e-111,"Stele","Os03g0599800"
"2880",1.72443396843699e-127,0.676967088595506,0.913,0.604,5.10035834844609e-123,"Stele","Os04g0533300"
"2881",8.59486329746431e-197,0.673885683074754,0.359,0.097,2.54210271749102e-192,"Stele","Os02g0682300"
"2882",2.03191028231244e-209,0.672687263832244,0.919,0.492,6.00978104199549e-205,"Stele","Os07g0160600"
"2883",2.71384105920801e-153,0.667288442890089,0.884,0.499,8.02672770081953e-149,"Stele","Os07g0625800"
"2884",6.96278550176375e-210,0.665124528464262,0.735,0.294,2.05938306785667e-205,"Stele","Os09g0399800"
"2885",0,0.664726929109195,0.627,0.16,0,"Stele","Os05g0140100"
"2886",0,0.664651382576921,0.663,0.18,0,"Stele","Os06g0506200"
"2887",2.72092653933975e-278,0.661555648875892,0.84,0.342,8.04768442540518e-274,"Stele","Os01g0926400"
"2888",4.60970172104197e-38,0.661467515538019,0.682,0.465,1.36341147803258e-33,"Stele","Os05g0576600"
"2889",3.84528243216285e-278,0.660971242318679,0.717,0.25,1.13731918496081e-273,"Stele","Os08g0402500"
"2890",1.41437212783077e-81,0.660631580604807,0.502,0.255,4.18328844248508e-77,"Stele","Os05g0324700"
"2891",1.36954154941367e-179,0.660051655811469,0.941,0.619,4.05069304070081e-175,"Stele","Os08g0117400"
"2892",1.17317802928613e-273,0.658783986976495,0.859,0.348,3.46990865721958e-269,"Stele","Os08g0524400"
"2893",2.29782506175717e-111,0.657967173610855,0.822,0.486,6.79627718515919e-107,"Stele","Os03g0286500"
"2894",1.37947445702184e-184,0.655334462251182,0.51,0.18,4.08007160153349e-180,"Stele","Os01g0179000"
"2895",1.07207460005913e-166,0.653676336480427,0.929,0.546,3.17087504459489e-162,"Stele","Os04g0671300"
"2896",6.6352883453551e-111,0.65320850593565,0.891,0.507,1.96251923390568e-106,"Stele","Os06g0216300"
"2897",9.11470853830915e-308,0.651533686039068,0.757,0.267,2.6958573443757e-303,"Stele","Os06g0683700"
"2898",0,0.650724115232275,0.798,0.266,0,"Stele","Os05g0391200"
"2899",4.32868320631733e-213,0.649622891764576,0.867,0.419,1.28029463193248e-208,"Stele","Os07g0678600"
"2900",2.00592486950014e-88,0.648995435816043,0.638,0.354,5.93292398652057e-84,"Stele","Os01g0739500"
