,p_val,avg_log2FC,pct_1,pct_2,p_val_adj,clusterName,gene
1,0,2.112880195,0.789,0.334,0,MZ,Solyc04g011390
2,0,2.108693674,0.859,0.464,0,MZ,Solyc01g074000
3,0,2.074077002,0.812,0.362,0,MZ,Solyc01g086820
4,0,1.984996783,0.904,0.653,0,MZ,Solyc01g099410
5,0,1.836479423,0.856,0.405,0,MZ,Solyc09g082710
6,0,1.826595474,0.725,0.276,0,MZ,Solyc01g079110
7,0,1.734906606,0.987,0.777,0,MZ,Solyc06g064630
8,0,1.720688173,0.978,0.708,0,MZ,Solyc06g083820
9,0,1.670039199,0.637,0.167,0,MZ,Solyc11g065190
10,0,1.642350171,0.796,0.416,0,MZ,Solyc02g077480
11,0,1.64098037,0.939,0.571,0,MZ,Solyc05g056390
12,0,1.634100926,0.96,0.567,0,MZ,Solyc03g078290
13,0,1.619449747,0.953,0.588,0,MZ,Solyc01g011000
14,0,1.614013368,0.984,0.795,0,MZ,Solyc06g007220
15,0,1.59451194,0.985,0.74,0,MZ,Solyc03g120780
16,0,1.589476528,0.92,0.53,0,MZ,Solyc11g066840
17,0,1.588320265,0.809,0.266,0,MZ,Solyc03g025270
18,0,1.576025432,0.956,0.595,0,MZ,Solyc03g080160
19,0,1.575920607,0.517,0.105,0,MZ,Solyc05g054610
20,0,1.574796544,0.985,0.777,0,MZ,Solyc01g096580
21,0,1.560305825,0.883,0.565,0,MZ,Solyc05g055430
22,0,1.547222931,0.953,0.639,0,MZ,Solyc08g006900
23,0,1.546263169,0.794,0.259,0,MZ,Solyc10g078540
24,0,1.541685241,0.779,0.387,0,MZ,Solyc11g066430
25,0,1.540687204,0.989,0.795,0,MZ,Solyc06g066660
26,0,1.510416787,0.982,0.735,0,MZ,Solyc09g065330
27,0,1.510366727,0.995,0.894,0,MZ,Solyc07g009330
28,0,1.50761211,0.917,0.555,0,MZ,Solyc03g005220
29,0,1.504933487,0.99,0.825,0,MZ,Solyc01g099670
30,0,1.502679529,0.996,0.907,0,MZ,Solyc02g069850
31,0,1.500218135,0.992,0.816,0,MZ,Solyc06g007210
32,0,1.500129524,0.981,0.738,0,MZ,Solyc07g066380
33,0,1.498326732,0.934,0.578,0,MZ,Solyc01g009447
34,0,1.49407931,0.648,0.211,0,MZ,Solyc11g072860
35,0,1.493809979,0.755,0.402,0,MZ,Solyc10g008910
36,0,1.48990679,0.988,0.782,0,MZ,Solyc09g066430
37,0,1.48758414,0.979,0.76,0,MZ,Solyc06g073370
38,0,1.487570134,0.991,0.827,0,MZ,Solyc06g074430
39,0,1.487503529,0.766,0.248,0,MZ,Solyc02g081810
40,0,1.484055544,0.992,0.848,0,MZ,Solyc04g074300
41,0,1.46405547,0.959,0.575,0,MZ,Solyc06g071880
42,0,1.463510428,0.993,0.868,0,MZ,Solyc10g086020
43,0,1.461605074,0.96,0.611,0,MZ,Solyc07g063890
44,0,1.460829626,0.939,0.53,0,MZ,Solyc11g072260
45,0,1.459970094,0.964,0.662,0,MZ,Solyc10g080590
46,0,1.451039824,0.994,0.855,0,MZ,Solyc01g104370
47,0,1.443608134,0.982,0.772,0,MZ,Solyc06g073800
48,0,1.434222255,0.643,0.291,0,MZ,Solyc09g083380
49,0,1.433956303,0.983,0.784,0,MZ,Solyc01g009100
50,0,1.433109623,0.983,0.776,0,MZ,Solyc05g053440
51,0,1.429167609,0.504,0.102,0,MZ,Solyc01g100030
52,0,1.424757401,0.915,0.522,0,MZ,Solyc05g053780
53,0,1.418651112,0.954,0.599,0,MZ,Solyc06g071870
54,0,1.409178088,0.964,0.622,0,MZ,Solyc06g084230
55,0,1.40326812,0.863,0.362,0,MZ,Solyc05g052810
56,0,1.402613136,0.957,0.614,0,MZ,Solyc03g112360
57,0,1.398887088,0.961,0.67,0,MZ,Solyc12g010930
58,0,1.396165137,0.963,0.668,0,MZ,Solyc10g084310
59,0,1.392615207,0.819,0.42,0,MZ,Solyc11g007920
60,0,1.389312335,0.986,0.785,0,MZ,Solyc01g104590
61,5.23739431850174e-198,1.386049853,0.877,0.668,1.13661931500125e-193,MZ,Solyc09g010400
62,0,1.382480096,0.946,0.671,0,MZ,Solyc12g005270
63,0,1.375531817,0.626,0.222,0,MZ,Solyc06g074790
64,0,1.372656619,0.967,0.64,0,MZ,Solyc06g060400
65,0,1.370948294,0.954,0.696,0,MZ,Solyc11g020877
66,0,1.370721387,0.973,0.696,0,MZ,Solyc10g006580
67,0,1.366052826,0.965,0.633,0,MZ,Solyc03g119040
68,0,1.362779588,0.977,0.716,0,MZ,Solyc02g070340
69,0,1.362565637,0.972,0.711,0,MZ,Solyc06g064470
70,0,1.362460954,0.992,0.789,0,MZ,Solyc04g010240
71,0,1.360788199,0.868,0.394,0,MZ,Solyc09g090610
72,0,1.36032226,0.965,0.65,0,MZ,Solyc11g012110
73,0,1.359053568,0.993,0.858,0,MZ,Solyc03g112850
74,0,1.356946474,0.924,0.498,0,MZ,Solyc02g092430
75,0,1.356504073,0.991,0.869,0,MZ,Solyc05g054580
76,0,1.351037237,0.85,0.37,0,MZ,Solyc01g100570
77,0,1.35051176,0.996,0.942,0,MZ,Solyc10g078960
78,0,1.347946666,0.987,0.76,0,MZ,Solyc06g069090
79,0,1.346892386,0.966,0.684,0,MZ,Solyc08g016180
80,0,1.346041692,0.985,0.753,0,MZ,Solyc05g007560
81,0,1.345915189,0.989,0.817,0,MZ,Solyc03g121330
82,0,1.345715665,0.752,0.267,0,MZ,Solyc03g079930
83,0,1.340484739,0.975,0.684,0,MZ,Solyc10g006070
84,0,1.33810959,0.965,0.644,0,MZ,Solyc07g008370
85,0,1.334936307,0.976,0.751,0,MZ,Solyc08g077720
86,0,1.334022185,0.99,0.838,0,MZ,Solyc06g073310
87,0,1.33352339,0.98,0.772,0,MZ,Solyc12g099025
88,0,1.323832372,0.987,0.823,0,MZ,Solyc04g008810
89,0,1.322437173,0.995,0.87,0,MZ,Solyc01g068045
90,0,1.319332897,0.988,0.793,0,MZ,Solyc06g072120
91,0,1.311421782,0.96,0.63,0,MZ,Solyc08g075090
92,0,1.309872822,0.754,0.22,0,MZ,Solyc09g083080
93,0,1.305160166,0.945,0.589,0,MZ,Solyc02g021400
94,0,1.304932859,0.94,0.703,0,MZ,Solyc10g006560
95,0,1.304551738,0.991,0.815,0,MZ,Solyc03g111230
96,0,1.302600442,0.885,0.423,0,MZ,Solyc08g083380
97,0,1.301979487,0.989,0.814,0,MZ,Solyc01g099830
98,0,1.299861874,0.982,0.769,0,MZ,Solyc06g073790
99,0,1.297088124,0.986,0.808,0,MZ,Solyc01g097870
100,0,1.29561776,0.997,0.914,0,MZ,Solyc01g099900
101,0,1.293642278,0.984,0.8,0,MZ,Solyc03g096360
102,0,1.292019708,0.973,0.693,0,MZ,Solyc01g096590
103,0,1.285399694,0.986,0.759,0,MZ,Solyc09g075430
104,0,1.282843787,0.993,0.868,0,MZ,Solyc01g066840
105,0,1.282265808,0.985,0.81,0,MZ,Solyc04g008460
106,0,1.277568067,0.996,0.923,0,MZ,Solyc01g089970
107,0,1.274358047,0.981,0.794,0,MZ,Solyc06g072490
108,0,1.272219098,0.943,0.599,0,MZ,Solyc12g042650
109,0,1.26931036,0.987,0.784,0,MZ,Solyc12g096300
110,0,1.265140044,0.988,0.838,0,MZ,Solyc12g039120
111,0,1.264459685,0.989,0.822,0,MZ,Solyc03g115360
112,0,1.26334954,0.898,0.413,0,MZ,Solyc10g078660
113,0,1.261147703,0.967,0.679,0,MZ,Solyc01g111300
114,0,1.256624942,0.985,0.796,0,MZ,Solyc10g007980
115,0,1.256364284,0.972,0.744,0,MZ,Solyc02g086240
116,0,1.255671493,0.913,0.446,0,MZ,Solyc06g007570
117,0,1.249672156,0.976,0.755,0,MZ,Solyc09g005720
118,0,1.248627254,0.996,0.91,0,MZ,Solyc08g075700
119,0,1.241780868,0.918,0.531,0,MZ,Solyc08g008590
120,0,1.239887606,0.976,0.726,0,MZ,Solyc01g097760
121,0,1.237348744,0.304,0.052,0,MZ,Solyc02g088830
122,0,1.232242846,0.978,0.764,0,MZ,Solyc07g065170
123,0,1.231536381,0.99,0.856,0,MZ,Solyc04g150158
124,0,1.229216673,0.885,0.396,0,MZ,Solyc07g055230
125,0,1.227355978,0.725,0.203,0,MZ,Solyc09g011420
126,0,1.225392036,0.889,0.473,0,MZ,Solyc12g011455
127,0,1.223285169,0.906,0.463,0,MZ,Solyc05g055230
128,0,1.222283848,0.953,0.607,0,MZ,Solyc07g041310
129,0,1.212373621,0.784,0.238,0,MZ,Solyc12g038980
130,0,1.211035145,0.968,0.621,0,MZ,Solyc10g084350
131,0,1.209103992,0.99,0.827,0,MZ,Solyc07g005050
132,0,1.207578642,0.995,0.894,0,MZ,Solyc05g008010
133,0,1.204272328,0.95,0.608,0,MZ,Solyc01g008090
134,0,1.203239657,0.992,0.861,0,MZ,Solyc09g010100
135,0,1.202451754,0.559,0.177,0,MZ,Solyc11g073260
136,0,1.196505814,0.987,0.849,0,MZ,Solyc08g076340
137,0,1.19297219,0.985,0.828,0,MZ,Solyc12g042080
138,0,1.188982033,0.988,0.853,0,MZ,Solyc06g007670
139,0,1.188626131,0.981,0.786,0,MZ,Solyc08g007140
140,0,1.187421213,0.915,0.482,0,MZ,Solyc10g086010
141,0,1.180420665,0.945,0.605,0,MZ,Solyc12g008700
142,0,1.17795192,0.97,0.721,0,MZ,Solyc02g070570
143,0,1.175637123,0.373,0.054,0,MZ,Solyc02g083890
144,0,1.173687381,0.505,0.14,0,MZ,Solyc02g087880
145,0,1.16827133,0.693,0.353,0,MZ,Solyc06g005430
146,0,1.168269001,0.975,0.743,0,MZ,Solyc09g007350
147,0,1.163618545,0.95,0.6,0,MZ,Solyc08g061843
148,0,1.154170095,0.993,0.883,0,MZ,Solyc11g067100
149,0,1.152062415,0.93,0.524,0,MZ,Solyc11g006690
150,0,1.151886341,0.922,0.558,0,MZ,Solyc06g075180
151,0,1.150574115,0.988,0.837,0,MZ,Solyc06g071720
152,0,1.149679304,0.945,0.607,0,MZ,Solyc06g073300
153,0,1.148979704,0.99,0.825,0,MZ,Solyc12g008720
154,0,1.14788489,0.976,0.729,0,MZ,Solyc06g050120
155,0,1.146206198,0.981,0.797,0,MZ,Solyc08g083120
156,0,1.144723667,0.406,0.059,0,MZ,Solyc10g008320
157,0,1.142875204,0.992,0.867,0,MZ,Solyc10g078620
158,0,1.14032575,0.821,0.26,0,MZ,Solyc02g082020
159,0,1.140057685,0.69,0.273,0,MZ,Solyc06g075800
160,0,1.139049038,0.965,0.654,0,MZ,Solyc03g019780
161,0,1.137879253,0.981,0.753,0,MZ,Solyc06g083180
162,2.63567397158912e-183,1.135625704,0.843,0.622,5.7199396531427e-179,MZ,Solyc11g073250
163,0,1.134617697,0.992,0.869,0,MZ,Solyc03g083530
164,0,1.133639336,0.898,0.47,0,MZ,Solyc09g009030
165,0,1.133278039,0.983,0.838,0,MZ,Solyc07g008720
166,0,1.132278737,0.987,0.784,0,MZ,Solyc09g075290
167,0,1.13185826,0.37,0.059,0,MZ,Solyc02g062170
168,0,1.130863176,0.676,0.172,0,MZ,Solyc06g075850
169,0,1.128806435,0.978,0.703,0,MZ,Solyc06g069010
170,0,1.128672548,0.498,0.088,0,MZ,Solyc06g072660
171,0,1.127796808,0.897,0.445,0,MZ,Solyc05g051000
172,0,1.126689957,0.927,0.564,0,MZ,Solyc06g053820
173,0,1.123498548,0.966,0.66,0,MZ,Solyc12g099330
174,0,1.123092815,0.992,0.875,0,MZ,Solyc01g068530
175,0,1.122719302,0.551,0.12,0,MZ,Solyc09g092320
176,0,1.121074075,0.971,0.738,0,MZ,Solyc04g063290
177,0,1.120619797,0.98,0.751,0,MZ,Solyc08g061955
178,0,1.12024041,0.971,0.733,0,MZ,Solyc06g071530
179,0,1.117916206,0.389,0.053,0,MZ,Solyc01g080750
180,0,1.114551137,0.988,0.815,0,MZ,Solyc05g055640
181,0,1.114326542,0.942,0.614,0,MZ,Solyc11g068420
182,0,1.11284667,0.998,0.953,0,MZ,Solyc02g082000
183,0,1.112717569,0.979,0.748,0,MZ,Solyc06g083780
184,0,1.112490117,0.951,0.638,0,MZ,Solyc12g096700
185,0,1.112439735,0.949,0.602,0,MZ,Solyc04g026100
186,0,1.111370805,0.905,0.516,0,MZ,Solyc10g086510
187,0,1.111135854,0.952,0.633,0,MZ,Solyc07g043360
188,0,1.107723834,0.727,0.217,0,MZ,Solyc02g014310
189,0,1.105773708,0.979,0.806,0,MZ,Solyc10g052660
190,0,1.104222192,0.903,0.489,0,MZ,Solyc06g035450
191,0,1.10173996,0.968,0.676,0,MZ,Solyc12g098940
192,0,1.10031268,0.933,0.574,0,MZ,Solyc06g074300
193,0,1.100029406,0.974,0.742,0,MZ,Solyc09g072865
194,0,1.097972672,0.941,0.578,0,MZ,Solyc09g082520
195,0,1.09701858,0.962,0.711,0,MZ,Solyc10g150146
196,0,1.095511104,0.993,0.879,0,MZ,Solyc05g053670
197,0,1.093981797,0.989,0.841,0,MZ,Solyc06g008170
198,0,1.093137688,0.952,0.628,0,MZ,Solyc09g007250
199,0,1.0913965,0.716,0.194,0,MZ,Solyc01g098100
200,0,1.089377141,0.902,0.464,0,MZ,Solyc01g016470
201,0,1.087890023,0.981,0.811,0,MZ,Solyc03g082570
202,0,1.087826749,0.981,0.817,0,MZ,Solyc01g096290
203,0,1.086535761,0.935,0.539,0,MZ,Solyc05g053470
204,0,1.084700845,0.938,0.573,0,MZ,Solyc08g006040
205,0,1.082054439,0.947,0.593,0,MZ,Solyc09g057650
206,0,1.08004691,0.955,0.665,0,MZ,Solyc09g075130
207,0,1.079738854,0.618,0.144,0,MZ,Solyc06g075930
208,0,1.071182203,0.984,0.811,0,MZ,Solyc04g072660
209,0,1.07117237,0.992,0.861,0,MZ,Solyc01g006160
210,0,1.069988768,0.982,0.79,0,MZ,Solyc08g077710
211,0,1.065621743,0.957,0.655,0,MZ,Solyc01g010580
212,0,1.065476627,0.955,0.646,0,MZ,Solyc04g014720
213,0,1.061660063,0.872,0.42,0,MZ,Solyc09g091740
214,0,1.060570917,0.964,0.727,0,MZ,Solyc09g075150
215,0,1.059678414,0.926,0.514,0,MZ,Solyc08g007220
216,0,1.057949267,0.998,0.971,0,MZ,Solyc01g111170
217,0,1.056501374,0.957,0.681,0,MZ,Solyc01g009520
218,0,1.056051875,0.998,0.907,0,MZ,Solyc06g009210
219,0,1.055918696,0.917,0.556,0,MZ,Solyc09g098360
220,0,1.054463713,0.915,0.5,0,MZ,Solyc10g086330
221,0,1.053194318,0.958,0.647,0,MZ,Solyc06g082870
222,0,1.052071442,0.648,0.226,0,MZ,Solyc11g066130
223,0,1.033863299,0.967,0.729,0,MZ,Solyc05g054810
224,0,1.031313901,0.718,0.19,0,MZ,Solyc11g006070
225,0,1.030564738,0.892,0.44,0,MZ,Solyc03g025520
226,0,1.026339058,0.942,0.706,0,MZ,Solyc07g043420
227,0,1.025084961,0.814,0.295,0,MZ,Solyc02g070640
228,0,1.022553027,0.994,0.904,0,MZ,Solyc12g096540
229,0,1.016158502,0.855,0.42,0,MZ,Solyc06g084310
230,0,1.010914423,0.975,0.753,0,MZ,Solyc08g074240
231,0,1.008961312,0.995,0.919,0,MZ,Solyc06g073430
232,0,1.005635531,0.996,0.916,0,MZ,Solyc02g070310
233,0,1.005421233,0.979,0.786,0,MZ,Solyc03g119360
234,0,1.002055667,0.829,0.32,0,MZ,Solyc04g079310
235,0,1.001852575,0.879,0.435,0,MZ,Solyc02g064670
236,0,0.999854248,0.988,0.824,0,MZ,Solyc06g008260
237,0,0.999072581,0.961,0.713,0,MZ,Solyc12g015880
238,0,0.996656044,0.982,0.833,0,MZ,Solyc09g008800
239,0,0.996242869,0.315,0.063,0,MZ,Solyc08g082070
240,0,0.995531486,0.983,0.841,0,MZ,Solyc10g085480
241,0,0.995410475,0.983,0.824,0,MZ,Solyc06g007470
242,0,0.993832358,0.881,0.485,0,MZ,Solyc06g072600
243,0,0.989606894,0.872,0.446,0,MZ,Solyc06g062500
244,0,0.985488449,0.934,0.581,0,MZ,Solyc09g075155
245,0,0.983431894,0.871,0.406,0,MZ,Solyc10g083740
246,0,0.978976105,0.74,0.223,0,MZ,Solyc03g071620
247,0,0.972744651,0.958,0.676,0,MZ,Solyc09g075010
248,0,0.971771342,0.863,0.441,0,MZ,Solyc05g055260
249,0,0.968732292,0.847,0.347,0,MZ,Solyc01g010540
250,0,0.966250308,0.74,0.215,0,MZ,Solyc11g042610
251,0,0.965803525,0.977,0.753,0,MZ,Solyc06g009970
252,0,0.961989319,0.829,0.349,0,MZ,Solyc08g075850
253,0,0.961774692,0.991,0.914,0,MZ,Solyc04g074910
254,0,0.960696405,0.811,0.335,0,MZ,Solyc09g083370
255,0,0.960308433,0.743,0.175,0,MZ,Solyc03g117480
256,0,0.953588572,0.907,0.49,0,MZ,Solyc05g054070
257,0,0.952710805,0.923,0.551,0,MZ,Solyc02g070650
258,0,0.945677832,0.828,0.402,0,MZ,Solyc08g014610
259,0,0.944664874,0.889,0.466,0,MZ,Solyc06g064460
260,0,0.941464207,0.878,0.479,0,MZ,Solyc01g109220
261,0,0.939130473,0.83,0.349,0,MZ,Solyc06g075620
262,0,0.928962427,0.614,0.115,0,MZ,Solyc03g007170
263,0,0.928869482,0.928,0.621,0,MZ,Solyc01g094560
264,0,0.9254175,0.989,0.808,0,MZ,Solyc01g109660
265,0,0.922481277,0.747,0.355,0,MZ,Solyc06g075830
266,0,0.919199098,0.861,0.403,0,MZ,Solyc05g013990
267,0,0.916671327,0.991,0.86,0,MZ,Solyc03g097900
268,0,0.911690627,0.996,0.926,0,MZ,Solyc01g008080
269,0,0.910771116,0.896,0.485,0,MZ,Solyc11g069440
270,0,0.903420525,0.958,0.714,0,MZ,Solyc06g082670
271,0,0.901884621,0.903,0.569,0,MZ,Solyc11g006820
272,0,0.901290976,0.952,0.678,0,MZ,Solyc07g008800
273,0,0.889924413,0.97,0.748,0,MZ,Solyc06g007520
274,0,0.889782506,0.942,0.601,0,MZ,Solyc03g032130
275,0,0.889169385,0.811,0.346,0,MZ,Solyc08g014550
276,0,0.887550003,0.726,0.226,0,MZ,Solyc12g010350
277,0,0.885410301,0.976,0.801,0,MZ,Solyc12g044720
278,0,0.884165367,0.95,0.66,0,MZ,Solyc06g011280
279,0,0.88408884,0.983,0.85,0,MZ,Solyc11g072190
280,0,0.882680418,0.787,0.312,0,MZ,Solyc07g043460
281,0,0.87505272,0.41,0.064,0,MZ,Solyc02g094160
282,0,0.872276684,0.686,0.235,0,MZ,Solyc06g070910
283,0,0.871291729,0.888,0.476,0,MZ,Solyc09g066500
284,0,0.870644318,0.944,0.651,0,MZ,Solyc02g068150
285,0,0.868013552,0.912,0.577,0,MZ,Solyc02g082700
286,0,0.865000838,0.931,0.628,0,MZ,Solyc03g044000
287,0,0.864988556,0.867,0.442,0,MZ,Solyc11g071490
288,0,0.857959823,0.878,0.454,0,MZ,Solyc08g006430
289,0,0.857445114,0.862,0.446,0,MZ,Solyc06g007360
290,3.25901517261576e-182,0.855295604,0.836,0.567,7.07271472761072e-178,MZ,Solyc06g074780
291,0,0.85469786,0.479,0.097,0,MZ,Solyc12g013510
292,0,0.851857779,0.518,0.138,0,MZ,Solyc06g075960
293,0,0.850880254,0.648,0.132,0,MZ,Solyc08g075400
294,0,0.850479866,0.711,0.194,0,MZ,Solyc02g062240
295,0,0.844532218,0.991,0.883,0,MZ,Solyc10g078630
296,0,0.840526929,0.799,0.302,0,MZ,Solyc02g070330
297,0,0.837289437,0.742,0.257,0,MZ,Solyc09g091180
298,0,0.836984977,0.95,0.687,0,MZ,Solyc09g010330
299,0,0.835684827,0.739,0.228,0,MZ,Solyc03g083020
300,0,0.833025657,0.961,0.705,0,MZ,Solyc12g005330
301,0,0.831505228,0.978,0.8,0,MZ,Solyc08g068180
302,0,0.83130638,0.88,0.482,0,MZ,Solyc06g082090
303,0,0.83010167,0.872,0.454,0,MZ,Solyc07g042250
304,0,0.829503629,0.844,0.377,0,MZ,Solyc10g081370
305,0,0.826928608,0.66,0.155,0,MZ,Solyc12g014230
306,0,0.820931436,0.99,0.869,0,MZ,Solyc06g036050
307,0,0.819992443,0.861,0.436,0,MZ,Solyc01g028810
308,0,0.819660291,0.785,0.335,0,MZ,Solyc01g091220
309,0,0.814253192,0.442,0.063,0,MZ,Solyc09g074470
310,0,0.813341174,0.833,0.41,0,MZ,Solyc04g005590
311,0,0.809502267,0.819,0.351,0,MZ,Solyc01g098000
312,0,0.805285079,0.337,0.034,0,MZ,Solyc07g066540
313,0,0.80452809,0.954,0.682,0,MZ,Solyc08g062920
314,0,0.803851908,0.866,0.442,0,MZ,Solyc04g008710
315,0,0.803340743,0.959,0.684,0,MZ,Solyc01g103800
316,7.79172637951803e-229,0.798407097,0.88,0.576,1.690960458883e-224,MZ,Solyc09g066100
317,0,0.795351117,0.682,0.162,0,MZ,Solyc04g016380
318,0,0.792338692,0.453,0.056,0,MZ,Solyc01g097970
319,0,0.79139274,0.318,0.044,0,MZ,Solyc05g014370
320,0,0.789556358,0.735,0.223,0,MZ,Solyc03g116020
321,0,0.789516727,0.941,0.647,0,MZ,Solyc12g088720
322,0,0.7872585,0.825,0.37,0,MZ,Solyc03g114050
323,0,0.786896504,0.846,0.418,0,MZ,Solyc03g098470
324,0,0.784602118,0.805,0.355,0,MZ,Solyc01g106210
325,0,0.778835168,0.353,0.041,0,MZ,Solyc04g008820
326,0,0.772140273,0.957,0.704,0,MZ,Solyc07g016150
327,0,0.770149599,0.319,0.032,0,MZ,Solyc07g053950
328,0,0.769545364,0.405,0.069,0,MZ,Solyc11g007930
329,0,0.769411913,0.963,0.754,0,MZ,Solyc06g083340
330,0,0.769199101,0.824,0.393,0,MZ,Solyc10g008140
331,0,0.766420503,0.762,0.285,0,MZ,Solyc06g062760
332,0,0.760113147,0.784,0.297,0,MZ,Solyc10g005260
333,7.80123544382139e-281,0.759178846,0.601,0.287,1.69302411601812e-276,MZ,Solyc06g005420
334,0,0.758516119,0.687,0.217,0,MZ,Solyc12g006550
335,1.31066788537862e-134,0.755198687,0.743,0.483,2.84441144484868e-130,MZ,Solyc04g007890
336,0,0.754984972,0.978,0.812,0,MZ,Solyc09g065755
337,0,0.751044294,0.837,0.387,0,MZ,Solyc05g056310
338,0,0.748826404,0.98,0.794,0,MZ,Solyc11g150146
339,0,0.748459803,0.541,0.083,0,MZ,Solyc06g076660
340,0,0.748437211,0.874,0.493,0,MZ,Solyc07g063540
341,0,0.747663031,0.931,0.665,0,MZ,Solyc01g104680
342,0,0.74531374,0.802,0.341,0,MZ,Solyc12g096150
343,0,0.741724987,0.598,0.115,0,MZ,Solyc09g009900
344,0,0.728571786,0.869,0.459,0,MZ,Solyc01g081010
345,0,0.725342031,0.863,0.475,0,MZ,Solyc07g042570
346,0,0.725178618,0.968,0.759,0,MZ,Solyc10g081030
347,0,0.724150058,0.643,0.14,0,MZ,Solyc08g160350
348,0,0.72360706,0.729,0.236,0,MZ,Solyc05g054990
349,0,0.721852006,0.781,0.35,0,MZ,Solyc04g081220
350,0,0.720278332,0.97,0.739,0,MZ,Solyc10g083570
351,2.27083020702046e-145,0.718720489,0.711,0.44,4.92815571527581e-141,MZ,Solyc02g080530
352,0,0.714571512,0.557,0.101,0,MZ,Solyc05g008480
353,0,0.71421699,0.814,0.386,0,MZ,Solyc02g062530
354,0,0.712298318,0.683,0.192,0,MZ,Solyc05g005690
355,0,0.710772103,0.721,0.222,0,MZ,Solyc02g090420
356,0,0.701645583,0.776,0.348,0,MZ,Solyc06g084090
357,0,0.699984732,0.324,0.055,0,MZ,Solyc07g065210
358,0,0.698876083,0.829,0.407,0,MZ,Solyc09g064660
359,0,0.697017334,0.86,0.427,0,MZ,Solyc11g069000
360,0,0.690414314,0.978,0.813,0,MZ,Solyc11g069097
361,0,0.688090691,0.836,0.418,0,MZ,Solyc12g040510
362,0,0.687980587,0.653,0.145,0,MZ,Solyc12g009860
363,0,0.687367831,0.841,0.435,0,MZ,Solyc04g074690
364,0,0.685951704,0.955,0.718,0,MZ,Solyc02g087930
365,0,0.685407417,0.712,0.218,0,MZ,Solyc02g065370
366,0,0.683054882,0.992,0.903,0,MZ,Solyc12g096220
367,0,0.681715637,0.756,0.269,0,MZ,Solyc06g007130
368,0,0.679997453,0.752,0.344,0,MZ,Solyc04g005510
369,0,0.679416156,0.455,0.068,0,MZ,Solyc07g063170
370,0,0.67817985,0.838,0.415,0,MZ,Solyc02g063085
371,0,0.67799487,0.647,0.164,0,MZ,Solyc07g008330
372,0,0.674695861,0.643,0.15,0,MZ,Solyc10g083600
373,0,0.674496673,0.947,0.676,0,MZ,Solyc11g005680
374,0,0.672458713,0.87,0.507,0,MZ,Solyc05g051500
375,0,0.672195354,0.329,0.04,0,MZ,Solyc11g072840
376,0,0.671755945,0.806,0.366,0,MZ,Solyc01g009990
377,0,0.671246851,0.584,0.126,0,MZ,Solyc02g070780
378,0,0.666541757,0.557,0.134,0,MZ,Solyc03g095970
379,0,0.66360056,0.729,0.237,0,MZ,Solyc01g005250
380,0,0.663563734,0.676,0.202,0,MZ,Solyc02g094490
381,0,0.662505939,0.777,0.338,0,MZ,Solyc03g121370
382,0,0.659551592,0.653,0.191,0,MZ,Solyc04g082680
383,0,0.65801953,0.423,0.061,0,MZ,Solyc12g056540
384,0,0.6556581,0.639,0.164,0,MZ,Solyc01g103720
385,0,0.65555688,0.889,0.493,0,MZ,Solyc01g104470
386,0,0.655207307,0.366,0.056,0,MZ,Solyc07g025380
387,0,0.653725221,0.73,0.278,0,MZ,Solyc01g110400
388,0,0.651733566,0.72,0.232,0,MZ,Solyc02g063090
389,0,0.65141338,0.783,0.324,0,MZ,Solyc01g098880
390,0,0.649315446,0.636,0.168,0,MZ,Solyc08g068310
391,0,0.648418824,0.78,0.352,0,MZ,Solyc07g008270
392,0,0.64709712,0.904,0.574,0,MZ,Solyc10g018250
393,0,0.645956838,0.772,0.338,0,MZ,Solyc09g005930
394,0,0.645165628,0.667,0.166,0,MZ,Solyc05g054400
395,0,0.644873432,0.666,0.251,0,MZ,Solyc01g087880
396,0,0.643520655,0.744,0.28,0,MZ,Solyc05g049950
397,0,0.643013229,0.729,0.26,0,MZ,Solyc07g047670
398,0,0.642472183,0.508,0.101,0,MZ,Solyc11g040120
399,0,0.638790145,0.779,0.331,0,MZ,Solyc02g092980
400,5.87419889567002e-173,0.633591328,0.802,0.52,1.27481864433831e-168,MZ,Solyc04g074580
401,0,0.62968192,0.627,0.155,0,MZ,Solyc08g005590
402,0,0.628068253,0.952,0.698,0,MZ,Solyc10g081310
403,0,0.626206145,0.716,0.271,0,MZ,Solyc02g093510
404,0,0.624955033,0.868,0.494,0,MZ,Solyc08g062800
405,0,0.62340769,0.458,0.074,0,MZ,Solyc01g079500
406,0,0.622562859,0.849,0.431,0,MZ,Solyc05g005710
407,0,0.622433984,0.617,0.181,0,MZ,Solyc07g047790
408,0,0.621396171,0.993,0.925,0,MZ,Solyc07g065840
409,0,0.620966688,0.492,0.173,0,MZ,Solyc06g007610
410,0,0.6189713,0.769,0.311,0,MZ,Solyc01g088080
411,0,0.617805982,0.562,0.096,0,MZ,Solyc01g110960
412,0,0.61707887,0.716,0.22,0,MZ,Solyc09g010190
413,0,0.614239008,0.759,0.306,0,MZ,Solyc07g063900
414,2.05680775875357e-292,0.614051864,0.955,0.773,4.463684198047e-288,MZ,Solyc01g105710
415,0,0.611832237,0.474,0.152,0,MZ,Solyc12g095870
416,0,0.611706874,0.614,0.154,0,MZ,Solyc12g020050
417,0,0.61128064,0.889,0.582,0,MZ,Solyc06g083360
418,0,0.609856682,0.939,0.676,0,MZ,Solyc05g052800
