"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","clusterName","gene"
0,1.46388396615713,0.938,0.693,0,"Epidermis1","Solyc05g052780"
0,1.45955748035012,0.517,0.019,0,"Epidermis1","Solyc03g114820"
0,1.45403216507483,0.643,0.039,0,"Epidermis1","Solyc01g079370"
0,1.42530777481456,0.89,0.629,0,"Epidermis1","Solyc07g056470"
0,1.41575534567691,0.644,0.202,0,"Epidermis1","Solyc05g056170"
0,1.4125183519105,0.832,0.276,0,"Epidermis1","Solyc07g043640"
0,1.40041419754016,0.97,0.849,0,"Epidermis1","Solyc09g082060"
0,1.38453572424145,0.654,0.198,0,"Epidermis1","Solyc06g068650"
0,1.37279300700776,0.643,0.065,0,"Epidermis1","Solyc02g071690"
0,1.37000590133046,0.744,0.339,0,"Epidermis1","Solyc03g005930"
0,1.36443289944436,0.724,0.248,0,"Epidermis1","Solyc09g074050"
0,1.35740009357594,0.581,0.039,0,"Epidermis1","Solyc02g092870"
0,1.35637772983847,0.646,0.081,0,"Epidermis1","Solyc05g015497"
0,1.34340052313604,0.785,0.284,0,"Epidermis1","Solyc10g080500"
0,1.33159900047015,0.734,0.197,0,"Epidermis1","Solyc06g005620"
0,1.33030289769219,0.959,0.558,0,"Epidermis1","Solyc12g044330"
1.78399875712729e-236,1.32434148904614,0.68,0.42,3.87163410271764e-232,"Epidermis1","Solyc02g068900"
0,1.32019696884255,0.921,0.539,0,"Epidermis1","Solyc01g087560"
0,1.31953828567402,0.64,0.119,0,"Epidermis1","Solyc06g053810"
0,1.31880038200287,0.604,0.044,0,"Epidermis1","Solyc10g008830"
0,1.31773643187158,0.635,0.096,0,"Epidermis1","Solyc05g054050"
