"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","clusterName","gene"
0,1.36515855431391,0.717,0.619,0,"2","MtrunA17Chr1g0195111"
0,1.34445864621629,0.745,0.442,0,"2","MtrunA17Chr7g0221471"
1.54555157853705e-92,1.34268831826428,0.567,0.548,3.09110315707411e-89,"2","MtrunA17Chr6g0481171"
5.64466898479325e-143,1.3411524038862,0.626,0.555,1.12893379695865e-139,"2","MtrunA17Chr8g0354741"
3.11162404141114e-151,1.33594459001389,0.704,0.678,6.22324808282227e-148,"2","MtrunA17Chr1g0199861"
4.76722737784693e-243,1.31997120973487,0.799,0.709,9.53445475569386e-240,"2","MtrunA17Chr5g0432241"
9.12591467098404e-229,1.31937479142234,0.81,0.764,1.82518293419681e-225,"2","MtrunA17Chr4g0008951"
0,1.31274741940584,0.799,0.66,0,"2","MtrunA17Chr7g0225041"
1.46598022497489e-142,1.30096967644823,0.63,0.534,2.93196044994979e-139,"2","MtLAX2"
0,1.28704536237419,0.848,0.743,0,"2","MtrunA17Chr4g0035051"
4.10618360728964e-104,1.28438139923392,0.662,0.602,8.21236721457928e-101,"2","MtMYB113"
0,1.2779843245002,0.77,0.712,0,"2","MtNPF4.5"
5.20944438409153e-282,1.26967718505413,0.751,0.641,1.04188887681831e-278,"2","MtrunA17Chr4g0044581"
0,1.25088389408287,0.732,0.482,0,"2","Mt4CL-3"
1.47651313758581e-162,1.24028789535516,0.599,0.526,2.95302627517162e-159,"2","MtrunA17Chr8g0362961"
5.99333508605022e-152,1.23432204565414,0.628,0.552,1.19866701721004e-148,"2","MtrunA17Chr2g0313601"
0,1.22725347281825,0.819,0.741,0,"2","MtrunA17Chr8g0375821"
3.69904513836144e-271,1.22183519543105,0.802,0.716,7.39809027672288e-268,"2","MtrunA17Chr4g0001861"
5.91105668385915e-282,1.21413200752413,0.817,0.646,1.18221133677183e-278,"2","MtrunA17Chr1g0164011"
0,1.20970426276341,0.733,0.545,0,"2","MtrunA17Chr2g0304091"
0,1.19183213281465,0.767,0.641,0,"2","MtrunA17Chr8g0373561"
0,1.18892065554148,0.716,0.601,0,"2","MtrunA17Chr3g0139441"
2.66981948957814e-207,1.18316841047194,0.695,0.619,5.33963897915627e-204,"2","MtrunA17Chr2g0309291"
5.58962058697341e-293,1.18030864250008,0.717,0.628,1.11792411739468e-289,"2","MtrunA17Chr6g0480321"
1.41207429326087e-274,1.17628826015591,0.888,0.822,2.82414858652174e-271,"2","MtrunA17Chr6g0480091"
0,1.17616402710561,0.713,0.528,0,"2","MtrunA17Chr5g0434681"
7.03501418237111e-75,1.16753720615102,0.694,0.501,1.40700283647422e-71,"2","MtrunA17Chr8g0334691"
1.91688000806872e-247,1.16169491907494,0.864,0.669,3.83376001613744e-244,"2","MtrunA17Chr1g0200301"
9.34782161012606e-251,1.16003444828081,0.679,0.562,1.86956432202521e-247,"2","MtrunA17Chr1g0212131"
0,1.09877942457529,0.748,0.633,0,"2","MtrunA17Chr8g0383731"
0,1.09153160543605,0.737,0.636,0,"2","MtrunA17Chr7g0225611"
0,1.08835445548955,0.694,0.573,0,"2","MtrunA17Chr4g0046601"
6.18930219542864e-60,1.07890346725961,0.514,0.447,1.23786043908573e-56,"2","MtrunA17Chr7g0269871"
2.36882628451786e-226,1.07361328980444,0.67,0.576,4.73765256903572e-223,"2","MtrunA17Chr8g0372931"
0,1.07219618699107,0.721,0.44,0,"2","MtrunA17Chr2g0310331"
8.99662056697746e-206,1.06641135420207,0.617,0.384,1.79932411339549e-202,"2","MtPIN3"
2.19682876886418e-93,1.05539629445801,0.734,0.64,4.39365753772836e-90,"2","MtrunA17Chr2g0288021"
0,1.05419647508631,0.778,0.626,0,"2","MtrunA17Chr4g0072561"
1.38015979042637e-77,1.05199696659765,0.595,0.568,2.76031958085275e-74,"2","MtrunA17Chr3g0141681"
0,1.04435020455286,0.78,0.717,0,"2","MtrunA17Chr1g0176441"
1.28190497550171e-168,1.03534373234462,0.76,0.647,2.56380995100341e-165,"2","MtPrx47"
4.48175757740663e-21,1.03151423541052,0.522,0.519,8.96351515481325e-18,"2","MtrunA17Chr7g0233771"
0,1.02835148868361,0.718,0.599,0,"2","MtrunA17Chr5g0438111"
6.75468405033003e-232,1.02425039126032,0.614,0.418,1.35093681006601e-228,"2","MtrunA17Chr5g0419851"
0,1.0219637142153,0.74,0.627,0,"2","MtrunA17Chr2g0308031"
0,1.02116862656564,0.649,0.432,0,"2","MtrunA17Chr6g0472571"
0,1.01561188149725,0.71,0.581,0,"2","MtPAL2"
2.93175126127182e-264,1.01399983407801,0.735,0.395,5.86350252254364e-261,"2","MtMYB122"
0,1.01067697508483,0.724,0.541,0,"2","MtrunA17Chr4g0068751"
0,0.998266769876968,0.79,0.649,0,"2","MtrunA17Chr4g0057921"
0,0.994540428714548,0.757,0.64,0,"2","MtIDA33"
