"gene","name","p_val","p_val_adj","pct_1","pct_2","pct_diff","avg_log2FC","clusterName","celltype_id","species","tissue","dataset"
"Os01g0357100","NiR",0,0,0.602,0.144,0.458,2.12796051405313,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0454600","OsENODL24",0,0,0.598,0.151,0.447,2.12454882303479,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0478200","OscMDH",0,0,0.756,0.37,0.386,2.12439867903395,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0645000","LOC_Os07g45060",0,0,0.801,0.489,0.312,2.12333500749088,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0539100","Gns11",0,0,0.21,0.013,0.197,2.11438164757429,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0163300","LOC_Os06g06780",0,0,0.508,0.179,0.329,2.11224432816451,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0484500","Os6PGDH2",0,0,0.565,0.169,0.396,2.1076873242007,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0159200","OsFLA8",0,0,0.467,0.175,0.292,2.08452150319292,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0168800","LOC_Os01g07420",0,0,0.533,0.045,0.488,2.08352425350314,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0228200","LSI6",0,0,0.464,0.022,0.442,2.04803487780312,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0736300","OsGH9A3",0,0,0.61,0.162,0.448,2.041872933506,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0481600","LOC_Os05g40300",0,0,0.813,0.476,0.337,2.03934685755286,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0687000","OsNPF2.4",0,0,0.635,0.249,0.386,2.03403896507861,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0553000","RMtATPb",0,0,0.713,0.294,0.419,2.02802128485434,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0149000","OsCrll1",0,0,0.328,0.005,0.323,2.02749146525483,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0371500","OsGSTF10",0,0,0.337,0.015,0.322,2.00924173468136,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0424400","OsCesA3",0,0,0.603,0.165,0.438,2.00800776338298,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0134700","prx66",0,0,0.442,0.047,0.395,2.00136889454355,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0738400","OsSHM1",0,0,0.63,0.173,0.457,1.98411894680118,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0498200","Os04g0498200",0,0,0.814,0.52,0.294,1.98282180302949,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0556400","LOC_Os05g48270",0,0,0.485,0.074,0.411,1.97219644979939,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0542500","LOC_Os02g33780",0,0,0.402,0.052,0.35,1.97160282886444,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0165700","OsCAS",0,0,0.436,0.127,0.309,1.97024389870742,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0521100","Os04g0521100",0,0,0.255,0.006,0.249,1.96791999721498,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0236400","ADK-A",0,0,0.661,0.354,0.307,1.96510105983613,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0649100","OsmMDH",0,0,0.75,0.385,0.365,1.95050144252625,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0712700","PFP",0,0,0.61,0.185,0.425,1.94536742882248,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0218600","OsUCL16",0,0,0.416,0.128,0.288,1.93845042901181,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0114000","LOC_Os05g02310",0,0,0.591,0.27,0.321,1.93756439542127,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0399800","OsCAD8A",0,0,0.404,0.027,0.377,1.93531733066437,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0301700","LOC_Os05g23620",0,0,0.697,0.369,0.328,1.93480921910784,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0191500","LOC_Os01g09560",0,0,0.678,0.307,0.371,1.92723029628906,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0142700","LOC_Os06g05080",0,0,0.704,0.328,0.376,1.92469929313387,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0212700","LOC_Os03g11410",0,0,0.702,0.368,0.334,1.92439335034693,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0250200","LOC_Os08g15170",0,0,0.838,0.576,0.262,1.92170293615644,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0635900","OsLti6a",0,0,0.779,0.464,0.315,1.91539735520895,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0615300","OsAT1",0,0,0.643,0.196,0.447,1.91525002718565,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0623800","Amt",0,0,0.523,0.086,0.437,1.9041167371657,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0416200","BC1",0,0,0.284,0.036,0.248,1.89976236896952,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0382500","LOC_Os09g21470",0,0,0.799,0.508,0.291,1.89946055290358,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0174900","OsLTPG16",0,0,0.211,0.014,0.197,1.89940162459726,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0103300","OsRhmbd10",0,0,0.636,0.295,0.341,1.89422587687399,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0247100","DIP3",3.08614299067044e-84,1.750552888598e-79,0.232,0.124,0.108,1.89362474765898,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0749300","OsBGLU1",0,0,0.652,0.451,0.201,1.88506975073893,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0568200","OsVHA-B",0,0,0.704,0.369,0.335,1.88091514733789,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0525900","LOC_Os02g32490",0,0,0.543,0.111,0.432,1.87930808029843,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0601300","OsIAA30",0,0,0.512,0.077,0.435,1.87267633595605,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0432600","LOC_Os04g35300",0,0,0.89,0.687,0.203,1.86362982929177,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0221200","OsANN5",0,0,0.523,0.072,0.451,1.86056410263007,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0497200","OsGLU3",0,0,0.491,0.124,0.367,1.85738619792264,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0123200","LOC_Os05g03190",0,0,0.566,0.163,0.403,1.85411234336512,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0175500","LOC_Os06g07830",0,0,0.588,0.172,0.416,1.8461012468627,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0557800","LOC_Os11g35350",0,0,0.423,0.047,0.376,1.84457643505829,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0320400","LOC_Os10g17280",0,0,0.813,0.549,0.264,1.81767562895488,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0359100","LOC_Os04g28990",0,0,0.42,0.025,0.395,1.81124621706572,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0662000","PLS1",0,0,0.635,0.281,0.354,1.81050658252962,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0169900","LOC_Os11g06890",0,0,0.836,0.624,0.212,1.80899109765069,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0257100","OsRALF-5",0,0,0.408,0.131,0.277,1.80598792883666,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0674100","OsUXS6",0,0,0.441,0.057,0.384,1.80420062458212,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0649600","LOC_Os11g42960",0,0,0.299,0.052,0.247,1.80151158285835,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0131300","OsMASP1",0,0,0.858,0.651,0.207,1.79924429428206,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0659200","v-ATP-E",0,0,0.861,0.663,0.198,1.79458692344793,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0237000","OsXTH17",0,0,0.83,0.547,0.283,1.78249372253156,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0331000","LOC_Os08g24200",7.77338358927275e-240,4.40929637334318e-235,0.333,0.139,0.194,1.77961107469274,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0274900","LOC_Os09g10274",0,0,0.496,0.242,0.254,1.77106141177927,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0711400","LOC_Os01g51410",0,0,0.6,0.341,0.259,1.75993214091443,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"LOC_Os09g01000","LOC_Os09g01000",0,0,1,1,0,1.75863338412194,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0400400","LOC_Os05g33210",0,0,0.875,0.694,0.181,1.75472909058511,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0626400","Os02g0626400",0,0,0.925,0.778,0.147,1.74842960599538,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0194900","SUS2",4.63197270474834e-107,2.6273938773144e-102,0.525,0.45,0.075,1.74831028538152,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0561000","COX5C",0,0,0.926,0.791,0.135,1.74769350231706,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0509200","LOC_Os05g43360",0,0,0.719,0.399,0.32,1.7457620543942,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0111900","SIP34",0,0,0.561,0.201,0.36,1.73069855635047,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0382600","OsANN3",0,0,0.368,0.037,0.331,1.72979252935216,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0653200","OsUCL4",0,0,0.318,0.027,0.291,1.72492063344786,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0735200","OsGS1",0,0,0.867,0.689,0.178,1.72358076027243,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0601700","LOC_Os04g51270",0,0,0.829,0.644,0.185,1.72232598812322,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0774200","LOC_Os03g56300",0,0,0.646,0.319,0.327,1.7207344416304,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0718900","ant",0,0,0.914,0.788,0.126,1.7181450284176,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0223800","CSIL1",0,0,0.578,0.307,0.271,1.71729040841983,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0285300","OsDREPP2",9.95317056455037e-155,5.6457369393299e-150,0.392,0.239,0.153,1.71695983866845,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0772800","LOC_Os03g56190",0,0,0.905,0.738,0.167,1.71234479592831,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0644200","OVP1",0,0,0.657,0.386,0.271,1.70789788706144,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0510900","LOC_Os12g32620",0,0,0.43,0.051,0.379,1.7069465779268,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0683900","LOC_Os07g48490",9.93632088402901e-68,5.63617929504778e-63,0.269,0.175,0.094,1.70401802791713,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0112800","LOC_Os08g02080",0,0,0.708,0.437,0.271,1.70118058398057,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0338000","LOC_Os04g26910",0,0,0.485,0.105,0.38,1.69306013146813,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0486600","GAPDH",0,0,0.761,0.531,0.23,1.690671026777,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0530900","OsGSTU50",0,0,0.726,0.513,0.213,1.68953163849374,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0162200","LOC_Os11g06340",0,0,0.839,0.637,0.202,1.68929097729848,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0321000","OsFLA3",0,0,0.481,0.149,0.332,1.68099419520798,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0210500","Adh2*",0,0,0.689,0.285,0.404,1.67944004708836,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0571900","LOC_Os11g36340",0,0,0.615,0.273,0.342,1.67850996810015,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0111200","OsREM1.3",0,0,0.584,0.237,0.347,1.67632341389167,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0576000","LOC_Os10g42540",0,0,0.769,0.509,0.26,1.67229186387099,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0498300","LOC_Os07g31490",0,0,0.8,0.566,0.234,1.67160093465961,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0767500","OsPT15",0,0,0.743,0.524,0.219,1.66319577695538,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0248600","OsEno2",0,0,0.573,0.189,0.384,1.65834079801318,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0799900","OsMC6",0,0,0.523,0.105,0.418,1.65287424345653,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0107300","LOC_Os07g01660",0,0,0.579,0.199,0.38,1.64275297981234,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0606200","RMtATP6",0,0,0.751,0.53,0.221,1.64219217565946,"Root exodermis/Sclerenchym","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005772;PO:0005427","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0633800","OsIAA12",0,0,0.873,0.139,0.734,3.31679459198119,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0734000","LOC_Os03g52360",0,0,0.577,0.026,0.551,3.03633102734005,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0134700","prx66",0,0,0.694,0.032,0.662,2.9675251637928,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0187800","OsPUP1",0,0,0.753,0.048,0.705,2.90691384084597,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0725100","OsGELP89",0,0,0.786,0.099,0.687,2.8321788362253,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0734100","LOC_Os03g52370",0,0,0.77,0.256,0.514,2.78924224304452,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0522500","ABCG43",0,0,0.805,0.166,0.639,2.63221448829464,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0552800","OsHyPRP20",0,0,0.446,0.033,0.413,2.3741939081684,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0135400","prx70",0,0,0.597,0.112,0.485,2.36322432093397,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0548700","LOC_Os12g36240",0,0,0.491,0.046,0.445,2.33304954341535,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0127700","PR1b",0,0,0.404,0.024,0.38,2.30710539724999,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0276500","OsEXP3",0,0,0.407,0.051,0.356,2.29804451157652,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0365900","OsORAP1",0,0,0.924,0.36,0.564,2.27585838898067,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0548501","LOC_Os12g36220",0,0,0.424,0.05,0.374,2.27163132151951,"Root stele","oryza_sativa->PO:0009005;PO:0009025->PO:0020124","oryza_sativa","Root;Leaf","CRA004082"
