gene,name,p_val,p_val_adj,pct_1,pct_2,pct_diff,avg_log2FC,clusterName,celltype_id,species,tissue,dataset
FvH4_6g39660,FvH4_6g39660,0.0,0.0,0.899,0.567,0.332,2.28938962982927,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_5g23770,FvH4_5g23770,0.0,0.0,0.798,0.512,0.286,2.08888198701641,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_6g54120,FvH4_6g54120,0.0,0.0,0.808,0.478,0.33,2.08197803848788,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_2g08100,FvH4_2g08100,0.0,0.0,0.782,0.489,0.293,2.08034741994095,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_6g39680,FvH4_6g39680,0.0,0.0,0.913,0.67,0.243,2.0548933544646,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_3g38990,FvH4_3g38990,0.0,0.0,0.785,0.385,0.4,2.04339558045639,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_2g01340,FvH4_2g01340,0.0,0.0,0.907,0.738,0.169,1.94279969761039,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_5g04970,FvH4_5g04970,0.0,0.0,0.977,0.913,0.0639999999999999,1.83783217224436,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_5g03343,FvH4_5g03343,0.0,0.0,0.865,0.614,0.251,1.7917091228602,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_6g06530,FvH4_6g06530,0.0,0.0,0.981,0.948,0.033,1.77265030116852,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_5g35620,FvH4_5g35620,0.0,0.0,0.717,0.422,0.295,1.72950081474392,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_3g35050,FvH4_3g35050,0.0,0.0,0.913,0.747,0.166,1.669069212093,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_4g35190,FvH4_4g35190,0.0,0.0,0.868,0.718,0.15,1.63985451147729,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_6g06320,FvH4_6g06320,0.0,0.0,0.921,0.72,0.201,1.62125024687804,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_4g32180,FvH4_4g32180,0.0,0.0,0.452,0.202,0.25,1.55428464103721,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_3g35020,FvH4_3g35020,0.0,0.0,0.44,0.181,0.259,1.52888943135912,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_5g03341,FvH4_5g03341,0.0,0.0,0.768,0.521,0.247,1.51488562413804,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_2g41100,FvH4_2g41100,0.0,0.0,0.65,0.369,0.281,1.4832300288023,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_3g35040,FvH4_3g35040,0.0,0.0,0.969,0.888,0.081,1.42360547264703,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_1g08240,FvH4_1g08240,0.0,0.0,0.85,0.746,0.104,1.42250111026084,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_4g25460,FvH4_4g25460,0.0,0.0,0.859,0.681,0.178,1.41977116115357,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_6g53150,FvH4_6g53150,0.0,0.0,0.306,0.089,0.217,1.39632757985714,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_5g02080,FvH4_5g02080,0.0,0.0,0.981,0.916,0.0649999999999999,1.34104509875338,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_3g04160,FvH4_3g04160,0.0,0.0,0.667,0.369,0.298,1.26819560807126,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_7g30310,FvH4_7g30310,0.0,0.0,0.862,0.708,0.154,1.26502741808853,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_2g05480,FvH4_2g05480,0.0,0.0,0.822,0.629,0.193,1.2388448829633,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_5g03342,FvH4_5g03342,0.0,0.0,0.241,0.058,0.183,1.23600987252756,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_1g28340,FvH4_1g28340,0.0,0.0,0.881,0.741,0.14,1.22430955341419,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_7g23640,FvH4_7g23640,0.0,0.0,1.0,0.994,0.006,1.20864307297083,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_4g31340,FvH4_4g31340,0.0,0.0,0.955,0.879,0.076,1.19972177205523,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_6g44060,FvH4_6g44060,0.0,0.0,0.971,0.913,0.0579999999999999,1.18131113905289,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_4g20230,FvH4_4g20230,0.0,0.0,0.886,0.751,0.135,1.16719803230146,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_6g25060,FvH4_6g25060,0.0,0.0,0.87,0.68,0.19,1.15996135876841,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
FvH4_3g29280,FvH4_3g29280,0.0,0.0,0.876,0.703,0.173,1.14724893406592,Unknow,fragaria_vesca->SP:0000000,fragaria_vesca,Unknow,CRA004848
